1385,Jacob Buthelezi,Male,59,Denver,USA,39.693401,-104.953885,Loyal,2021-08-10
1386,Jacob Nelson,Male,34,Soweto,South Africa,-26.291861,27.834035,Champion,2024-01-02
1387,Sibusiso Price,Male,22,Cairns,Australia,-16.924228,145.800774,Loyal,2024-06-26
1388,Daniel Ndlovu,Male,47,Philadelphia,USA,39.995356,-75.161095,Loyal,2022-01-22
1389,Hunter Molefe,Male,39,Cairns,Australia,-16.887394,145.814923,Occasional,2022-08-28
1390,Ava Masondo,Female,23,Houston,USA,29.722237,-95.408571,High Value,2021-12-21
1391,Bongiwe Thomas,Female,30,Pietermaritzburg,South Africa,-29.625681,30.349867,At Risk,2023-03-17
1392,Layla Smith,Female,52,Atlanta,USA,33.773652,-84.341647,Dormant,2024-04-05
1393,Jasmine Majola,Female,44,Darwin,Australia,-12.479610,130.887838,Loyal,2024-03-07
1394,Lungelo Wilson,Male,34,Edmonton,Canada,53.588632,-113.499395,Occasional,2024-06-28
1395,Arjun Walker,Male,43,Bloemfontein,South Africa,-29.071867,26.168996,High Value,2024-01-22
1396,Lucas Jones,Male,56,Brisbane,Australia,-27.514654,153.074391,Occasional,2023-04-02
1397,Khanyisile Smith,Female,50,Glasgow,UK,55.840366,-4.251969,Dormant,2022-11-15
1398,Ava Smith,Female,61,Cardiff,UK,51.524605,-3.155348,Loyal,2024-04-02
1399,Musa Walker,Male,32,Cardiff,UK,51.431705,-3.217881,At Risk,2024-11-19
1400,Zoe Adams,Female,50,London,UK,51.507940,-0.132765,Champion,2024-02-19
1401,Neha Jackson,Female,46,Chicago,USA,41.890125,-87.638747,New Customer,2021-07-24
1402,Thandeka Moore,Female,65,Nelspruit,South Africa,-25.463771,31.018896,New Customer,2021-11-01
1403,Victoria Campbell,Female,51,Quebec City,Canada,46.786970,-71.190241,Dormant,2023-11-25
1404,Samantha Carter,Female,25,Phoenix,USA,33.398772,-112.111326,Occasional,2022-08-08
1405,Leo Anderson,Male,43,Halifax,Canada,44.681218,-63.529160,High Value,2022-08-10
1406,Fatima Jackson,Female,41,Sandton,South Africa,-26.065067,28.015255,New Customer,2021-08-24
1407,Mandla Campbell,Male,37,New York,USA,40.685235,-73.976201,New Customer,2024-05-13
1408,Nokwanda Perez,Female,23,Polokwane,South Africa,-23.942569,29.497876,Champion,2021-01-19
1409,Oliver Wood,Male,52,Adelaide,Australia,-34.930603,138.571888,Loyal,2023-07-13
1410,Jordan Murray,Male,49,Pietermaritzburg,South Africa,-29.570207,30.396757,Occasional,2024-02-08
1411,James Perez,Male,33,Pretoria,South Africa,-25.760283,28.238596,Loyal,2021-02-12
1412,Ethan Zwane,Male,59,Pretoria,South Africa,-25.732450,28.270640,Champion,2023-10-02
1413,Liam Shabalala,Male,19,Benoni,South Africa,-26.159923,28.327679,At Risk,2021-02-09
1414,Oliver MacDonald,Male,47,Atlanta,USA,33.792174,-84.409091,High Value,2024-04-16
1415,Phindile Ntuli,Female,44,Sheffield,UK,53.334947,-1.428232,New Customer,2023-09-23
1416,Sofia Clarke,Female,59,Glasgow,UK,55.905845,-4.275075,Dormant,2022-11-01
1417,Nomsa Moore,Female,51,Nelspruit,South Africa,-25.516340,30.979468,High Value,2022-12-16
1418,Chloe Khumalo,Female,63,Sheffield,UK,53.361158,-1.510019,Occasional,2024-09-17
1419,Hunter Lewis,Male,41,New York,USA,40.674083,-74.023479,New Customer,2022-05-18
1420,Fatima Brown,Female,60,Durban,South Africa,-29.827473,31.014458,Occasional,2022-12-02
1421,Nozipho Clarke,Female,37,Johannesburg,South Africa,-26.226457,28.008423,Occasional,2024-01-19
1422,Chloe Clarke,Female,18,New York,USA,40.698884,-74.020172,New Customer,2023-06-20
1423,Brandon Mitchell,Male,61,Pietermaritzburg,South Africa,-29.569353,30.383153,New Customer,2021-11-24
1424,Lucas Roberts,Male,58,East London,South Africa,-32.971915,27.891363,Dormant,2024-11-05
1425,Zoe Murphy,Female,34,Chicago,USA,41.903012,-87.649244,High Value,2022-03-26
1426,Siyanda Wilson,Male,33,Toronto,Canada,43.604691,-79.336286,At Risk,2024-12-04
1427,Ethan Robertson,Male,50,Miami,USA,25.805805,-80.199377,New Customer,2024-08-26
1428,Ashley Roberts,Female,43,Seattle,USA,47.621924,-122.326617,Dormant,2022-06-11
1429,Lily Jones,Female,19,Calgary,Canada,51.036330,-114.079213,At Risk,2021-11-10
1430,Nkosi Walker,Male,52,Sandton,South Africa,-26.079521,28.105627,New Customer,2024-03-28
1431,Destiny Vilakazi,Female,59,Leeds,UK,53.834347,-1.511967,Occasional,2022-06-12
1432,Lily Buthelezi,Female,48,Houston,USA,29.794370,-95.333215,High Value,2021-10-06
1433,Oliver Taylor,Male,40,Miami,USA,25.730026,-80.203272,At Risk,2022-06-15
1434,Mason Zulu,Male,52,Darwin,Australia,-12.442684,130.895437,Champion,2022-09-08
1435,Thandeka Carter,Female,42,Nottingham,UK,52.956620,-1.192094,New Customer,2023-12-10
1436,Bongiwe Carter,Female,58,Nelspruit,South Africa,-25.523587,30.929735,High Value,2022-01-09
1437,Marcus Davis,Male,42,Quebec City,Canada,46.825703,-71.226162,New Customer,2024-03-24
1438,Sandile Adams,Male,27,Leicester,UK,52.672684,-1.099234,Champion,2024-11-19
1439,Busisiwe Nelson,Female,49,Seattle,USA,47.613733,-122.326312,At Risk,2021-09-15
1440,James Zwane,Male,62,Sheffield,UK,53.406604,-1.486821,At Risk,2022-06-26
1441,Mia MacDonald,Female,29,Denver,USA,39.788817,-104.994432,Occasional,2023-12-01
1442,Abigail Moore,Female,34,Edmonton,Canada,53.518834,-113.497899,Loyal,2021-02-15
1443,Liam Reddy,Male,28,Calgary,Canada,51.015062,-114.023669,High Value,2022-12-17
1444,Mohammed Kunene,Male,25,Pretoria,South Africa,-25.734135,28.261191,At Risk,2023-04-25
1445,Daniel Adams,Male,44,San Jose,USA,37.364058,-121.868314,Occasional,2023-04-12
1446,Henry Mkhize,Male,27,Nelspruit,South Africa,-25.467824,30.997165,Dormant,2022-09-10
1447,Lucas Taylor,Male,61,Leicester,UK,52.660196,-1.153155,Dormant,2023-10-07
1448,Themba Carter,Male,22,New York,USA,40.705260,-74.037783,New Customer,2023-04-04
1449,Layla Thompson,Female,40,Coventry,UK,52.369252,-1.562882,Loyal,2024-10-01
1450,Ravi Smith,Male,31,Darwin,Australia,-12.424961,130.846560,High Value,2024-12-26
1451,Ella Singh,Female,63,London,UK,51.534094,-0.155812,High Value,2021-10-21
1452,Leo Carter,Male,25,San Jose,USA,37.344910,-121.885450,High Value,2024-06-04
1453,Alexander Smith,Male,31,Hobart,Australia,-42.911874,147.286806,Champion,2024-06-21
1454,Lindiwe Price,Female,51,San Antonio,USA,29.406570,-98.514043,Occasional,2021-05-17
1455,Liam Nkosi,Male,26,Quebec City,Canada,46.827154,-71.161455,New Customer,2021-08-03
1456,Khanyisile Thomas,Female,60,Seattle,USA,47.624897,-122.358140,New Customer,2024-01-04
1457,Cooper Murray,Male,42,Atlanta,USA,33.774559,-84.369738,Champion,2021-06-01
1458,Busisiwe Majola,Female,60,Philadelphia,USA,39.916478,-75.146002,Champion,2023-08-17
1459,Carter Williams,Male,62,Bristol,UK,51.496639,-2.631859,High Value,2023-02-09
1460,Lauren Clarke,Female,62,Atlanta,USA,33.711709,-84.344966,Champion,2023-04-27
1461,Lucas Jones,Male,36,Bristol,UK,51.485755,-2.626579,Occasional,2022-11-26
1462,Isabella Mitchell,Female,20,Cape Town,South Africa,-33.966597,18.389677,At Risk,2023-12-15
1463,Olivia Martinez,Female,41,Vancouver,Canada,49.284683,-123.148723,New Customer,2021-06-09
1464,Lily Wilson,Female,60,New York,USA,40.699112,-74.025972,Occasional,2024-01-13
1465,Harper Stewart,Female,32,Canberra,Australia,-35.274541,149.169907,At Risk,2024-09-09
1466,Ayanda Ngcobo,Female,61,Denver,USA,39.753820,-105.031098,High Value,2022-07-02
1467,Ella Robertson,Female,50,San Diego,USA,32.727762,-117.147972,Dormant,2021-03-27
1468,Isabella Carter,Female,45,Rustenburg,South Africa,-25.667261,27.215285,Dormant,2024-01-18
1469,Amelia Zulu,Female,18,Durban,South Africa,-29.839893,31.020635,New Customer,2021-06-03
1470,Karabo Khumalo,Male,26,Nottingham,UK,52.970786,-1.156311,Loyal,2022-04-07
1471,Harper Campbell,Female,61,Nottingham,UK,52.951501,-1.170430,Loyal,2022-11-01
1472,Khanyisile Naidoo,Female,63,Liverpool,UK,53.415223,-3.004632,Dormant,2022-02-22
1473,Musa Clarke,Male,25,Seattle,USA,47.629826,-122.354746,At Risk,2022-08-26
1474,Sibusiso Mahlangu,Male,19,Belfast,UK,54.565277,-5.935929,At Risk,2022-08-20
1475,Amelia Zwane,Female,64,Polokwane,South Africa,-23.914941,29.452747,At Risk,2024-12-16
1476,Sofia Sithole,Female,53,Houston,USA,29.802092,-95.370286,At Risk,2021-07-25
1477,Ethan Thomas,Male,56,Phoenix,USA,33.463143,-112.086330,At Risk,2024-02-10
1478,Madison Ngcobo,Female,22,Denver,USA,39.699360,-104.975794,Dormant,2023-02-16
1479,Lauren Reddy,Female,45,Sydney,Australia,-33.912876,151.173893,High Value,2024-02-03
1480,Tshepo Thomas,Male,38,Sheffield,UK,53.338975,-1.440059,At Risk,2021-09-24
1481,Harper Jones,Female,32,Leicester,UK,52.639622,-1.183029,High Value,2022-07-26
1482,Zanele Price,Female,33,Gold Coast,Australia,-28.045341,153.426662,Loyal,2023-07-16
1483,Harry Thomas,Male,19,San Jose,USA,37.293794,-121.850358,Occasional,2024-10-27
1484,Ethan Nkosi,Male,23,Polokwane,South Africa,-23.913780,29.425170,Champion,2023-12-19
1485,Ayanda Davies,Female,55,Polokwane,South Africa,-23.880186,29.517789,Dormant,2023-05-17
1486,Oliver Khan,Male,53,Durban,South Africa,-29.850482,30.977588,Dormant,2023-06-27
1487,Amelia Khumalo,Female,62,East London,South Africa,-33.059922,27.871278,Champion,2023-06-17
1488,Ethan Clarke,Male,24,Pretoria,South Africa,-25.727864,28.196314,Loyal,2022-03-16
1489,Nomsa Taylor,Female,55,Darwin,Australia,-12.512357,130.881552,At Risk,2022-11-13
1490,Busisiwe Vilakazi,Female,28,Vancouver,Canada,49.317113,-123.162823,Loyal,2022-07-24
1491,Mason Robertson,Male,47,Seattle,USA,47.583229,-122.361271,At Risk,2021-06-13
1492,Noah Pillay,Male,52,Benoni,South Africa,-26.166621,28.301722,Occasional,2021-08-01
1493,Aisha Mkhize,Female,30,Austin,USA,30.305490,-97.709309,Occasional,2022-09-08
1494,Connor Smith,Male,32,Pretoria,South Africa,-25.710465,28.226888,At Risk,2024-01-03
1495,Charlotte Thompson,Female,48,Nelspruit,South Africa,-25.473104,30.968374,Occasional,2023-05-11
1496,Nathan Scott,Male,44,Bloemfontein,South Africa,-29.035973,26.184821,High Value,2021-10-07
1497,Elijah Campbell,Male,60,Houston,USA,29.804125,-95.418618,Loyal,2023-03-03
1498,Thandeka Davies,Female,57,Cape Town,South Africa,-33.879091,18.416157,Champion,2021-07-05
1499,Amanda Thomas,Female,58,Perth,Australia,-31.942489,115.839727,Dormant,2021-09-08
1500,Themba Moore,Male,24,Philadelphia,USA,39.965527,-75.211772,New Customer,2024-03-14
1501,Ethan MacKenzie,Male,24,Coventry,UK,52.388250,-1.488754,Champion,2022-12-01
1502,Emma Khumalo,Female,18,Houston,USA,29.780030,-95.348918,At Risk,2022-02-01
1503,William Scott,Male,43,Benoni,South Africa,-26.145585,28.357119,Champion,2023-05-26
1504,Lily Mitchell,Female,35,Toronto,Canada,43.641392,-79.341572,New Customer,2023-10-23
1505,James Evans,Male,49,Johannesburg,South Africa,-26.177950,28.080639,At Risk,2022-01-20
1506,Karabo Anderson,Male,56,San Antonio,USA,29.415564,-98.465949,New Customer,2021-01-26
1507,Harper Stewart,Female,25,Cardiff,UK,51.437663,-3.153756,Loyal,2023-07-22
1508,Sophia Davies,Female,30,Austin,USA,30.307639,-97.778507,At Risk,2023-11-25
1509,Thabo Evans,Male,42,Leeds,UK,53.848893,-1.572407,Loyal,2024-06-09
1510,Mohammed Brown,Male,45,Adelaide,Australia,-34.929038,138.579470,Dormant,2021-04-17
1511,Lauren Price,Female,18,Sandton,South Africa,-26.155021,28.077614,Loyal,2023-09-03
1512,Charlotte Khan,Female,52,Dallas,USA,32.819380,-96.828358,At Risk,2022-02-27
1513,Harry Naidoo,Male,58,Vancouver,Canada,49.268175,-123.166690,Champion,2024-01-09
1514,Harper Ndlovu,Female,49,Edmonton,Canada,53.594180,-113.505293,At Risk,2024-11-01
1515,Khanyisile Thompson,Female,56,Philadelphia,USA,39.942334,-75.180392,High Value,2024-11-01
1516,Alexis Davis,Female,26,Edinburgh,UK,55.936391,-3.141208,Champion,2023-11-09
1517,Hazel Jones,Female,43,Nelspruit,South Africa,-25.456926,30.954144,New Customer,2022-03-19
1518,Charlotte Smith,Female,62,Sheffield,UK,53.428559,-1.478385,Champion,2021-11-25
1519,Nozipho Taylor,Female,42,Phoenix,USA,33.495609,-112.093360,High Value,2023-12-15
1520,Connor Nkosi,Male,34,Nottingham,UK,52.968447,-1.142835,New Customer,2022-01-15
1521,Dylan Williams,Male,50,Chicago,USA,41.926853,-87.600883,At Risk,2022-08-02
1522,Thabo Davies,Male,24,Polokwane,South Africa,-23.923765,29.517032,Occasional,2024-09-22
1523,Ethan Hughes,Male,41,Sheffield,UK,53.373863,-1.498806,High Value,2021-02-04
1524,Themba Walker,Male,41,New York,USA,40.741277,-73.985457,Occasional,2022-04-11
1525,Ethan Phillips,Male,53,Toronto,Canada,43.691957,-79.394458,Occasional,2024-05-16
1526,Harper Hughes,Female,25,Durban,South Africa,-29.833467,30.996441,Loyal,2022-08-17
1527,Siyanda Thomas,Male,47,Soweto,South Africa,-26.234582,27.824277,Champion,2022-07-20
1528,Liam Green,Male,30,Port Elizabeth,South Africa,-34.006467,25.606147,Loyal,2024-03-11
1529,Ntombifuthi Garcia,Female,21,Durban,South Africa,-29.895169,31.067604,High Value,2022-06-22
1530,Isabella Wilson,Female,55,Sandton,South Africa,-26.157124,28.100552,New Customer,2024-11-15
1531,Henry Mthembu,Male,59,Birmingham,UK,52.521486,-1.909716,Champion,2023-06-25
1532,Sipho Murray,Male,22,Hamilton,Canada,43.304762,-79.835831,Champion,2024-12-17
1533,Lungelo Ngcobo,Male,27,Sandton,South Africa,-26.086543,28.054944,Dormant,2021-09-01
1534,Bongani Buthelezi,Male,50,Rustenburg,South Africa,-25.677499,27.272310,New Customer,2021-03-15
1535,Brianna Johnson,Female,33,Polokwane,South Africa,-23.927685,29.508402,Occasional,2024-08-16
1536,Kayla Wilson,Female,57,Winnipeg,Canada,49.920892,-97.129880,Dormant,2021-07-10
1537,Thabo Singh,Male,25,London,UK,51.544211,-0.177438,New Customer,2021-04-09
1538,Isabella Ndlovu,Female,44,East London,South Africa,-33.022992,27.953041,Occasional,2022-06-23
1539,Sibusiso Jones,Male,63,Hamilton,Canada,43.207022,-79.904551,New Customer,2022-06-18
1540,Brianna Nelson,Female,43,Bloemfontein,South Africa,-29.038850,26.193649,New Customer,2024-10-09
1541,Harry Carter,Male,42,Canberra,Australia,-35.288475,149.088828,Champion,2021-07-19
1542,Alexis Mkhize,Female,21,Miami,USA,25.771378,-80.149342,Dormant,2022-09-16
1543,Nokukhanya Garcia,Female,60,Leeds,UK,53.815371,-1.536275,High Value,2021-05-22
1544,Destiny Cele,Female,39,Cape Town,South Africa,-33.879963,18.464289,Champion,2023-05-13
1545,Lauren MacKenzie,Female,55,San Diego,USA,32.732728,-117.180907,New Customer,2022-09-17
1546,Samantha Thomas,Female,41,Port Elizabeth,South Africa,-33.922518,25.587046,Occasional,2023-08-03
1547,Hunter Smith,Male,42,Seattle,USA,47.603664,-122.369576,New Customer,2023-10-08
1548,Cooper MacKenzie,Male,24,Leeds,UK,53.790921,-1.583801,Loyal,2023-05-21
1549,Brittany Wilson,Female,51,Austin,USA,30.234441,-97.775994,New Customer,2021-01-07
1550,Sofia Robinson,Female,34,Cardiff,UK,51.443567,-3.162233,High Value,2024-09-07
1551,Musa Robertson,Male,51,Birmingham,UK,52.493091,-1.872600,Loyal,2021-01-04
1552,Alexis Shabalala,Female,63,Kimberley,South Africa,-28.757599,24.758403,New Customer,2022-04-05
1553,Emma Martin,Female,30,Soweto,South Africa,-26.298142,27.820655,Loyal,2024-10-20
1554,Harper Hughes,Female,23,Hobart,Australia,-42.835244,147.371867,Champion,2023-04-03
1555,Thabo Perez,Male,52,Los Angeles,USA,34.015999,-118.211279,Dormant,2023-02-05
1556,Mason Jones,Male,21,Philadelphia,USA,39.979346,-75.143589,High Value,2024-05-09
1557,Ethan Buthelezi,Male,57,Rustenburg,South Africa,-25.663579,27.201518,New Customer,2021-01-27
1558,Daniel Nelson,Male,46,Bloemfontein,South Africa,-29.058322,26.180159,Champion,2023-01-03
1559,Luna Walker,Female,64,Pretoria,South Africa,-25.753228,28.270474,Dormant,2023-10-13
1560,Charlotte Reddy,Female,62,Durban,South Africa,-29.860567,31.058372,New Customer,2023-02-11
1561,Chloe Ntuli,Female,23,Newcastle,UK,54.970325,-1.602350,Dormant,2022-09-04
1562,Tshepo Robertson,Male,44,Atlanta,USA,33.776138,-84.382536,Loyal,2021-07-07
1563,Mohammed Robertson,Male,39,Coventry,UK,52.390619,-1.568532,At Risk,2021-03-23
1564,Liam Masondo,Male,45,Chicago,USA,41.857053,-87.636005,Loyal,2022-01-19
1565,Sophia Taylor,Female,57,London,UK,51.464846,-0.116470,Dormant,2022-02-26
1566,Elijah Mthembu,Male,36,Miami,USA,25.793504,-80.227367,Loyal,2022-06-22
1567,James Adams,Male,48,San Diego,USA,32.725731,-117.167277,High Value,2021-10-14
1568,Hunter Clarke,Male,45,Rustenburg,South Africa,-25.699101,27.233208,At Risk,2021-12-23
1569,Nkosi Thomas,Male,27,Sydney,Australia,-33.879389,151.215979,High Value,2022-05-18
1570,Tshepo Zulu,Male,38,Cairns,Australia,-16.958405,145.775639,At Risk,2021-07-14
1571,Siyanda Wilson,Male,31,Seattle,USA,47.573880,-122.337615,Occasional,2024-07-24
1572,Lucas Smith,Male,30,Manchester,UK,53.432229,-2.267067,Dormant,2023-07-11
1573,Neha Perez,Female,36,Denver,USA,39.693233,-105.019992,Loyal,2023-09-17
1574,Lucas Hughes,Male,42,Cardiff,UK,51.446446,-3.149695,Loyal,2024-09-13
1575,Caleb Ntuli,Male,52,Belfast,UK,54.633466,-5.937387,High Value,2021-06-09
1576,Lesedi Roberts,Male,20,Darwin,Australia,-12.509246,130.851782,Champion,2021-06-15
1577,Karabo Wood,Male,64,Cardiff,UK,51.514661,-3.158780,At Risk,2021-06-20
1578,James Perez,Male,18,Vancouver,Canada,49.264435,-123.155384,Loyal,2024-10-11
1579,Hazel Miller,Female,19,Chicago,USA,41.905925,-87.617054,Loyal,2022-08-22
1580,Dylan MacKenzie,Male,24,Port Elizabeth,South Africa,-33.921583,25.567018,Loyal,2023-12-08
1581,William Naidoo,Male,34,Polokwane,South Africa,-23.933838,29.473726,High Value,2024-11-12
1582,Anisha Smith,Female,55,Vancouver,Canada,49.321075,-123.135451,Dormant,2024-03-10
1583,Nobuhle Wilson,Female,28,Melbourne,Australia,-37.848521,145.009311,Loyal,2023-12-17
1584,Benjamin Roberts,Male,38,San Antonio,USA,29.438502,-98.536408,Champion,2021-02-01
1585,Caleb Shabalala,Male,57,Hamilton,Canada,43.270729,-79.869728,At Risk,2021-10-04
1586,Sibusiso Evans,Male,65,Pretoria,South Africa,-25.779719,28.242754,At Risk,2024-02-10
1587,Thabo Fraser,Male,35,Darwin,Australia,-12.496617,130.859379,Dormant,2021-08-04
1588,Lauren Davies,Female,35,Port Elizabeth,South Africa,-33.960152,25.576665,Loyal,2021-03-05
1589,Sophia Nelson,Female,37,Miami,USA,25.784709,-80.199225,Dormant,2024-02-12
1590,Ella Ntuli,Female,55,Cairns,Australia,-16.967033,145.761366,Occasional,2024-09-17
1591,Jayden Anderson,Male,38,Houston,USA,29.749109,-95.396448,New Customer,2023-08-20
1592,Ava MacDonald,Female,53,Winnipeg,Canada,49.889293,-97.100812,At Risk,2023-11-09
1593,Jordan Garcia,Male,57,Glasgow,UK,55.817550,-4.206223,Champion,2021-10-14
1594,Mason Carter,Male,59,Leeds,UK,53.841338,-1.521344,Dormant,2023-12-26
1595,Chloe White,Female,28,Coventry,UK,52.429187,-1.472154,Champion,2024-09-06
1596,Ethan Williams,Male,33,Durban,South Africa,-29.856828,31.036634,High Value,2021-11-09
1597,Oliver Ntuli,Male,63,Atlanta,USA,33.751597,-84.347606,New Customer,2021-07-22
1598,Carter Mnguni,Male,44,Pietermaritzburg,South Africa,-29.628865,30.345658,New Customer,2024-06-06
1599,Victoria Roberts,Female,60,Benoni,South Africa,-26.157491,28.276032,High Value,2021-05-08
1600,James Robertson,Male,22,Montreal,Canada,45.531247,-73.594625,At Risk,2021-09-23
1601,Nhlanhla Govender,Male,21,Cairns,Australia,-16.955116,145.819989,Occasional,2022-05-28
1602,Emma Mokoena,Female,63,Denver,USA,39.689584,-104.994098,High Value,2024-08-16
1603,Ayanda Anderson,Female,52,Birmingham,UK,52.519494,-1.890545,At Risk,2022-12-21
1604,Kayla Mkhize,Female,43,Durban,South Africa,-29.816399,30.983158,At Risk,2024-03-19
1605,Lindiwe Garcia,Female,65,Cardiff,UK,51.483033,-3.129679,Occasional,2023-04-19
1606,Benjamin Walker,Male,47,San Antonio,USA,29.445898,-98.477552,New Customer,2024-05-17
1607,Nozipho Brown,Female,40,Halifax,Canada,44.690990,-63.573264,Dormant,2021-05-06
1608,Nokukhanya Khan,Female,49,Nelspruit,South Africa,-25.492647,30.932538,Occasional,2021-08-19
1609,Lucas Hughes,Male,39,Durban,South Africa,-29.845215,31.020147,At Risk,2023-02-24
1610,Anisha Nelson,Female,54,Dallas,USA,32.757684,-96.789129,Occasional,2024-09-08
1611,Zanele Robinson,Female,56,Canberra,Australia,-35.323136,149.127917,At Risk,2024-03-22
1612,Jacob Naidoo,Male,58,Sandton,South Africa,-26.156782,28.042270,Occasional,2021-10-22
1613,Charlotte MacDonald,Female,30,Brisbane,Australia,-27.458983,153.006259,Occasional,2023-06-02
1614,Ethan Ndlovu,Male,36,Sydney,Australia,-33.865468,151.201873,Champion,2022-04-22
1615,Isabella Evans,Female,52,Manchester,UK,53.514142,-2.237685,Occasional,2021-10-03
1616,Mia Harris,Female,59,Quebec City,Canada,46.853809,-71.175632,Champion,2024-05-09
1617,Priya Mahlangu,Female,51,Kimberley,South Africa,-28.776103,24.728097,Occasional,2024-09-24
1618,Tyler Buthelezi,Male,26,New York,USA,40.753847,-74.019955,Occasional,2022-03-20
1619,Jordan Anderson,Male,43,Polokwane,South Africa,-23.919912,29.478822,Champion,2021-01-01
1620,Emily Murphy,Female,32,Benoni,South Africa,-26.162566,28.351699,Champion,2023-10-07
1621,Emma Mahlangu,Female,52,Nelspruit,South Africa,-25.518546,31.005288,New Customer,2023-05-04
1622,Grace Smith,Female,61,San Jose,USA,37.320631,-121.908177,New Customer,2022-07-02
1623,Themba Adams,Male,21,Edmonton,Canada,53.548932,-113.521483,Dormant,2024-04-07
1624,Brianna Fraser,Female,44,Denver,USA,39.768852,-105.012032,Occasional,2023-12-02
1625,Kabelo Taylor,Male,49,Adelaide,Australia,-34.911495,138.620046,Champion,2023-07-17
1626,Owen Davies,Male,23,Durban,South Africa,-29.861357,31.025936,New Customer,2021-03-01
1627,Brittany Harris,Female,55,Ottawa,Canada,45.379926,-75.701775,Occasional,2024-08-23
1628,Charlotte Wood,Female,49,Cardiff,UK,51.431819,-3.162188,At Risk,2024-05-20
1629,Aisha Evans,Female,55,Nelspruit,South Africa,-25.463307,30.962292,Dormant,2022-03-27
1630,Tebogo MacDonald,Male,38,Durban,South Africa,-29.851491,31.018988,New Customer,2024-05-06
1631,Kabelo Masondo,Male,57,Denver,USA,39.696007,-104.978885,At Risk,2022-12-07
1632,Hazel Anderson,Female,59,Durban,South Africa,-29.883152,31.013832,At Risk,2021-01-20
1633,Themba MacKenzie,Male,22,Polokwane,South Africa,-23.870168,29.491607,High Value,2024-08-20
1634,Nkosi Khan,Male,43,East London,South Africa,-33.054953,27.952150,Dormant,2022-03-08
1635,Samuel Clarke,Male,58,San Jose,USA,37.305206,-121.847678,Occasional,2023-08-17
1636,Emma Mkhize,Female,64,San Diego,USA,32.711855,-117.129792,Champion,2024-08-23
1637,Aria Green,Female,27,Vancouver,Canada,49.307051,-123.138582,Dormant,2021-08-20
1638,Benjamin Khan,Male,49,Chicago,USA,41.877581,-87.676298,High Value,2023-07-26
1639,Priya Thomas,Female,21,Dallas,USA,32.755949,-96.783474,Champion,2022-12-22
1640,Mia Murphy,Female,52,Adelaide,Australia,-34.880998,138.632473,Champion,2022-12-06
1641,Lesedi Martin,Male,47,Houston,USA,29.806557,-95.327202,Occasional,2023-10-09
1642,Connor Thomson,Male,51,Nottingham,UK,52.992978,-1.128290,New Customer,2024-05-01
1643,Bongani Perez,Male,55,Johannesburg,South Africa,-26.233030,28.030781,Champion,2022-11-16
1644,Jack Miller,Male,20,Leeds,UK,53.769219,-1.520360,Dormant,2024-02-15
1645,Brandon Campbell,Male,38,New York,USA,40.706558,-74.031649,High Value,2022-02-14
1646,Nkosi Taylor,Male,49,Rustenburg,South Africa,-25.682312,27.252567,Occasional,2024-07-20
1647,Lerato Garcia,Female,56,Sheffield,UK,53.429189,-1.459833,New Customer,2024-09-14
1648,Lungelo Sithole,Male,36,Atlanta,USA,33.778318,-84.363384,New Customer,2024-09-01
1649,Nhlanhla Garcia,Male,61,New York,USA,40.688581,-73.976747,At Risk,2024-06-04
1650,Priya Davies,Female,20,Winnipeg,Canada,49.853653,-97.187998,New Customer,2023-02-24
1651,Sibongile Kunene,Female,40,East London,South Africa,-33.060118,27.908049,Loyal,2022-05-15
1652,Tebogo Ndlovu,Male,34,Atlanta,USA,33.727574,-84.399594,High Value,2021-01-28
1653,Emma Ntuli,Female,47,Sandton,South Africa,-26.080284,28.092581,Dormant,2022-10-14
1654,Owen Nelson,Male,52,Calgary,Canada,51.015198,-114.032414,Champion,2021-04-23
1655,Mia Mnguni,Female,41,Pietermaritzburg,South Africa,-29.587326,30.343369,Occasional,2024-08-23
1656,Layla Cele,Female,50,Leicester,UK,52.668985,-1.113188,High Value,2021-06-15
1657,Ravi Roberts,Male,62,Durban,South Africa,-29.899781,30.991474,New Customer,2024-07-28
1658,Mandla Zulu,Male,64,Hamilton,Canada,43.268955,-79.917956,Champion,2022-05-28
1659,Alexander Anderson,Male,45,London,UK,51.490565,-0.147313,New Customer,2021-09-12
1660,Kayla Anderson,Female,38,Philadelphia,USA,39.940463,-75.125977,Occasional,2023-06-09
1661,Ella Masondo,Female,56,Gold Coast,Australia,-27.992021,153.444965,Loyal,2022-10-14
1662,Caleb Taylor,Male,50,Pietermaritzburg,South Africa,-29.565463,30.357184,Dormant,2021-07-18
1663,Hunter Vilakazi,Male,47,Miami,USA,25.749753,-80.160835,Champion,2022-07-22
1664,Ella Mthembu,Female,33,Glasgow,UK,55.890100,-4.217474,Occasional,2023-03-25
1665,Owen Scott,Male,49,London,UK,51.536201,-0.130731,Occasional,2024-05-21
1666,Thabo Mitchell,Male,59,Philadelphia,USA,39.967352,-75.190736,High Value,2021-04-19
1667,Zanele Smith,Female,22,Sandton,South Africa,-26.148559,28.012335,Occasional,2023-01-07
1668,William Fraser,Male,56,Phoenix,USA,33.490441,-112.104780,New Customer,2021-10-07
1669,Ryan Stewart,Male,29,Hamilton,Canada,43.288225,-79.850392,New Customer,2021-06-18
1670,James Singh,Male,54,Liverpool,UK,53.422929,-3.023593,High Value,2024-07-22
